date,BTC Close,BTC Volume,difficulty,hashrate,transactions,SP500 Close,SP500 Volume,VIX Close
2024-01-01,44167.33203125,18426978443,72006146478567.0,5.2990774631217136e+20,657752,,,
2024-01-02,44957.96875,39335274536,72006146478567.0,5.051631388060365e+20,367319,4742.830078125,3743050000.0,13.199999809265137
2024-01-03,42848.17578125,46342323118,72006146478567.0,5.3176844642439424e+20,502749,4704.81005859375,3950760000.0,14.039999961853027
2024-01-04,44179.921875,30448091210,72006146478567.0,5.8862469265192006e+20,482557,4688.68017578125,3715480000.0,14.130000114440918
2024-01-05,44162.69140625,32336029347,72366075063031.05,5.5288179066759014e+20,420884,4697.240234375,3844370000.0,13.350000381469727
2024-01-06,43989.1953125,16092503468,73197634206448.0,5.138863449622078e+20,382140,4719.340169270833,3810353333.3333335,13.260000228881836
2024-01-07,43943.09765625,19330573863,73197634206448.0,4.7126892612157656e+20,348688,4741.440104166667,3776336666.6666665,13.170000076293945
2024-01-08,46970.50390625,42746192015,73197634206448.0,4.2418272666585235e+20,414359,4763.5400390625,3742320000.0,13.079999923706055
2024-01-09,46139.73046875,39821290992,73197634206448.0,5.10125677908845e+20,468088,4756.5,3529960000.0,12.760000228881836
2024-01-10,46627.77734375,50114613298,73197634206448.0,5.031670171635597e+20,383774,4783.4501953125,3498680000.0,12.6899995803833
2024-01-11,46368.5859375,45833734549,73197634206448.0,6.034858800946096e+20,449075,4780.240234375,3759890000.0,12.4399995803833
2024-01-12,42853.16796875,43332698900,73197634206448.0,5.813897985410084e+20,375872,4783.830078125,3486340000.0,12.699999809265137
2024-01-13,42842.3828125,20601860469,73197634206448.0,5.97341353267783e+20,652483,4779.3675537109375,3679892500.0,12.984999895095825
2024-01-14,41796.26953125,17521429522,73197634206448.0,5.179957832266148e+20,591806,4774.905029296875,3873445000.0,13.269999980926514
2024-01-15,42511.96875,22320220558,73197634206448.0,4.430814976487399e+20,408499,4770.4425048828125,4066997500.0,13.555000066757202
2024-01-16,43154.9453125,24062872740,73197634206448.0,4.849015587922543e+20,470122,4765.97998046875,4260550000.0,13.84000015258789
2024-01-17,42742.65234375,20851232595,73197634206448.0,4.0425461593676186e+20,449415,4739.2099609375,3928600000.0,14.789999961853027
2024-01-18,41262.05859375,25218357242,73197634206448.0,4.77117232892949e+20,484017,4780.93994140625,4019000000.0,14.130000114440918
2024-01-19,41618.40625,25752407154,73197634206448.0,5.344066424983122e+20,460763,4839.81005859375,4287200000.0,13.300000190734863
2024-01-20,41665.5859375,11586690904,71126419313981.23,5.094073915988343e+20,563331,4843.35009765625,4290670000.0,13.263333320617676
2024-01-21,41545.78515625,9344043642,70343519904867.01,4.8129273928430735e+20,600202,4846.89013671875,4294140000.0,13.226666450500488
2024-01-22,39507.3671875,31338708143,70343519904866.99,5.308007673309519e+20,457620,4850.43017578125,4297610000.0,13.1899995803833
2024-01-23,39845.55078125,29244553045,70343519904867.01,5.567716986938378e+20,368462,4864.60009765625,3912800000.0,12.550000190734863
2024-01-24,40077.07421875,22359526178,70343519904866.99,5.1307306303418656e+20,372499,4868.5498046875,4330030000.0,13.140000343322754
2024-01-25,39933.80859375,18491782013,70343519904867.01,6.013029273548537e+20,340188,4894.16015625,4020430000.0,13.449999809265137
2024-01-26,41816.87109375,25598119893,70343519904866.99,5.555162449003204e+20,493218,4890.97021484375,3353400000.0,13.260000228881836
2024-01-27,42120.0546875,11422941934,70343519904866.99,5.751517208898968e+20,597446,4903.290201822917,3410653333.3333335,13.373333613077799
2024-01-28,42035.59375,16858971687,70343519904866.99,5.68026798338094e+20,636523,4915.610188802083,3467906666.6666665,13.486666997273764
2024-01-29,43288.24609375,20668476578,70343519904867.01,5.770156554890365e+20,575203,4927.93017578125,3525160000.0,13.600000381469727
2024-01-30,42952.609375,23842814518,70343519904867.01,5.219822455106858e+20,523509,4924.97021484375,3836130000.0,13.3100004196167
2024-01-31,42582.60546875,24673628793,70343519904867.01,4.6972249833570134e+20,444450,4845.64990234375,4696120000.0,14.350000381469727
2024-02-01,43075.7734375,21423953779,70343519904866.99,4.9505751386901656e+20,413272,4906.18994140625,4386090000.0,13.880000114440918
2024-02-02,43185.859375,18603843039,73836352943791.53,6.328318719202828e+20,429732,4958.60986328125,3974350000.0,13.850000381469727
2024-02-03,42992.25,11169245236,75502165623894.0,6.337215580071209e+20,515539,4953.34326171875,3990780000.0,13.790000279744467
2024-02-04,42583.58203125,14802225490,75502165623894.0,5.8170637452300163e+20,336211,4948.07666015625,4007210000.0,13.730000178019205
2024-02-05,42658.66796875,18715487317,75502165623894.0,5.86845171430115e+20,281482,4942.81005859375,4023640000.0,13.670000076293945
2024-02-06,43084.671875,16798476726,75502165623894.0,6.018932377511074e+20,278093,4954.22998046875,4440880000.0,13.0600004196167
2024-02-07,44318.22265625,21126587775,75502165623894.0,6.090977645417299e+20,427538,4995.06005859375,4895590000.0,12.829999923706055
2024-02-08,45301.56640625,26154524080,75502165623894.0,5.7010277797302364e+20,285101,4997.91015625,4341860000.0,12.789999961853027
2024-02-09,47147.19921875,39316770844,75502165623894.0,5.833894531745776e+20,334084,5026.60986328125,3912990000.0,12.930000305175781
2024-02-10,47771.27734375,16398681570,75502165623894.0,5.8285657804382844e+20,399252,5025.019856770833,3877240000.0,13.263333638509115
2024-02-11,48293.91796875,19315867136,75502165623894.0,5.396791762728619e+20,329938,5023.429850260417,3841490000.0,13.596666971842447
2024-02-12,49958.22265625,34511985805,75502165623894.0,6.309774511843761e+20,409911,5021.83984375,3805740000.0,13.930000305175781
2024-02-13,49742.44140625,35593051468,75502165623894.0,5.549665439278388e+20,313178,4953.169921875,4302190000.0,15.850000381469727
2024-02-14,51826.6953125,39105608050,75502165623894.0,5.1513865084397355e+20,296717,5000.6201171875,3845600000.0,14.380000114440918
2024-02-15,51938.5546875,38564360533,79975043328813.6,5.883111415772579e+20,303306,5029.72998046875,4137970000.0,14.010000228881836
2024-02-16,52160.203125,28180567298,81725299822043.0,5.609796544006664e+20,312782,5005.56982421875,3833270000.0,14.239999771118164
2024-02-17,51662.99609375,20009091006,81725299822043.0,5.813786774625005e+20,327713,4998.0548095703125,3883672500.0,14.53499984741211
2024-02-18,52122.546875,17595377311,81725299822043.0,5.3522494837178735e+20,343417,4990.539794921875,3934075000.0,14.829999923706055
2024-02-19,51779.14453125,21362184346,81725299822043.0,5.3740691120082125e+20,366108,4983.0247802734375,3984477500.0,15.125
2024-02-20,52284.875,33353758256,81725299822043.0,5.4835238571470304e+20,397096,4975.509765625,4034880000.0,15.420000076293945
2024-02-21,51839.1796875,28624907020,81725299822043.0,5.8885775073522044e+20,369949,4981.7998046875,3788390000.0,15.34000015258789
2024-02-22,51304.97265625,25413900611,81725299822043.0,5.416200875900372e+20,365090,5087.02978515625,4051710000.0,14.539999961853027
2024-02-23,50731.94921875,21427078270,81725299822043.0,6.04185101699702e+20,409204,5088.7998046875,3672790000.0,13.75
2024-02-24,51571.1015625,15174077879,81725299822043.0,5.595703869874811e+20,340419,5082.37646484375,3676503333.3333335,13.74666659037272
2024-02-25,51733.23828125,15413239245,81725299822043.0,6.366979628696855e+20,418801,5075.953125,3680216666.6666665,13.743333180745443
2024-02-26,54522.40234375,34074411896,81725299822043.0,6.13381844462241e+20,356184,5069.52978515625,3683930000.0,13.739999771118164
2024-02-27,57085.37109375,49756832031,81725299822043.0,5.453948428736877e+20,387598,5078.18017578125,3925950000.0,13.430000305175781
2024-02-28,62504.7890625,83239156760,81725299822043.0,5.7935337458790125e+20,413800,5069.759765625,3789370000.0,13.84000015258789
2024-02-29,61198.3828125,65496611844,81016375636564.12,5.474197323998421e+20,407090,5096.27001953125,5219740000.0,13.399999618530273
2024-03-01,62440.6328125,40186368423,79351228131137.0,5.877464527641841e+20,419284,5137.080078125,4748110000.0,13.109999656677246
2024-03-02,62029.84765625,23888473685,79351228131137.0,5.486429862575851e+20,339311,5135.036783854167,4751553333.333333,13.236666361490885
2024-03-03,63167.37109375,26253811450,79351228131137.0,5.8170084577589664e+20,385447,5132.993489583333,4754996666.666667,13.363333066304525
2024-03-04,68330.4140625,70670471105,79351228131137.0,5.2421219058301075e+20,361258,5130.9501953125,4758440000.0,13.489999771118164
2024-03-05,63801.19921875,102802940877,79351228131137.0,6.155628967294701e+20,424347,5078.64990234375,4418410000.0,14.460000038146973
2024-03-06,66106.8046875,68750229073,79351228131137.0,5.78954488558555e+20,381934,5104.759765625,4559050000.0,14.5
2024-03-07,66925.484375,46989543159,79351228131137.0,6.730023608757142e+20,436344,5157.35986328125,4137980000.0,14.4399995803833
2024-03-08,68300.09375,59202881172,79351228131137.0,6.274205988207395e+20,426928,5123.68994140625,4208870000.0,14.739999771118164
